patient_barcode	submitter_id	Project	NOS2	CD4	IKZF2	FOXP3	PKM	TBX21	ENO1	PGM1	GZMB	HIF1A	MMP9	PGK1	GPI	TGFB1	CD33	CA9	IL2	IFNG	IL17A	IL17F	VEGFA	IL12B	CD86	STAT1	EPAS1	SLC2A1	ARG1	CD274	TGFBI	CD80	KIR2DL1	IL1B	CHI3L1	LDHA	IL2RA	IL10	CXCL9	SLC16A3	RORC	S100A8	GZMA	NCAM1	ALDOA	CD8A	SLC16A1	HK2	IL23R	S100A9	CTLA4	CYBB	KIR3DL1	STAT3	IL7R	CXCL10	ITGAM	CD14	CD8B	CD163	PRF1	CXCR3	NCR1	FUT4	FCGR3A	HLA-DRA	NCR3	KLRK1	TNF	PKMP2	MRC1
TCGA-37-4133-01A-01R-1100-07	TCGA-37-4133	LUSC	0.7288	13.876	2.1374	0.7359	284.2855	0.1951	340.2823	16.7876	11.3298	23.0562	4.2128	455.7009	54.091	18.3292	0.5999	0.7477	0.0597	0.5516	0.0119	0	10.1829	0.0188	6.2513	33.5504	45.4159	62.3452	0.0301	15.4035	31.3969	0.5128	0.0132	3.3372	3.1448	254.4712	1.6803	0.2913	40.6031	6.547	0.0615	7.0469	16.3013	0.0262	4.2681	7.2586	13.6917	6.3808	0.0277	74.9555	1.1549	12.8655	0.0238	25.9899	4.3976	58.7801	0.9982	65.2823	0.7297	3.9476	4.0233	2.0926	0.0587	1.4111	38.5576	1077.9278	0.4695	0.0293	0.3052	0.0398	1.3562
TCGA-37-4135-01A-01R-1100-07	TCGA-37-4135	LUSC	0.302	7.7541	0.5904	0.3874	668.2218	0.2834	742.5574	41.0672	8.4543	49.5409	9.9857	1270.9459	31.0929	8.4734	0.7248	54.9203	0.0712	0.2852	0	0.0258	26.2273	0.2135	6.6091	22.5705	4.0776	84.7491	0.0718	1.1706	19.5894	0.43	0	1.1655	80.1462	260.6456	1.0193	0.309	42.4933	10.8578	2.711	40.9403	9.7851	0.0146	4.975	4.0257	15.9098	15.1515	0	734.0261	0.7449	9.9713	0	11.2525	2.9039	123.9988	1.0369	43.2213	3.9205	3.7556	1.7515	0.5565	0.014	0.2236	56.2265	975.2182	0.7973	0.0873	0.5542	0.1584	2.074
TCGA-37-4141-01A-02R-1100-07	TCGA-37-4141	LUSC	0.499	18.7951	0.2732	1.6033	194.1447	0.2959	557.442	28.5173	16.0729	26.0463	20.7252	162.2172	33.2247	35.134	0.7716	1.0712	0.0453	0.5438	0.0271	0	12.6905	0.1572	4.697	64.7795	7.3235	38.3895	0.0761	2.2568	21.9021	0.8462	0	7.363	5.4381	139.8563	1.935	0.2995	42.813	9.4404	0.4016	23.9181	9.4045	0.2638	1.204	15.0812	45.6317	18.4846	0.042	127.9911	1.5782	14.5554	0.0181	18.4205	4.6929	61.3095	1.4577	58.0992	19.2602	6.2261	3.6751	2.0133	0.1782	1.1538	39.016	891.7501	0.4793	0.0832	0.4629	0.0101	2.6951
TCGA-37-A5EM-01A-21R-A27Q-07	TCGA-37-A5EM	LUSC	0.5152	24.0144	0.7131	5.5479	172.4094	0.6411	217.5467	10.2754	10.9092	36.8446	161.278	85.1902	112.9056	25.8622	0.8037	0.9768	0.0401	0.5003	0.024	0	21.571	0.1424	6.2282	40.9316	25.8517	131.2225	0.9101	2.234	54.7431	1.0615	0.0133	22.0658	56.1868	123.5465	2.288	0.124	55.7269	10.2167	0.0551	634.1506	7.1123	0.0458	5.2918	6.8074	17.1805	34.6742	0.021	1669.8601	4.3305	27.229	0.048	23.6899	12.714	95.1018	6.7419	58.0573	0.5823	10.0906	6.2825	3.1453	0.1184	1.5221	37.277	711.075	0.273	0.4202	3.3564	0.0268	21.1109
TCGA-39-5011-01A-01R-1443-07	TCGA-39-5011	LUSC	0.0936	52.9203	1.744	1.2014	206.9677	8.0035	708.0488	38.1111	21.0472	57.2288	29.3618	197.2122	79.8016	37.008	2.8268	32.6288	0.1339	3.9738	0.7706	0.1091	18.6379	0.3248	10.7653	136.8679	16.7807	63.1335	0.0422	5.2145	43.824	1.0024	0.5644	7.4924	10.6681	166.5702	2.6939	0.4465	128.9582	23.4827	4.4133	39.4462	89.9672	0.0897	2.5674	12.2826	6.9814	15.3077	0.1049	1568.086	2.065	55.7038	0.3503	38.1615	7.6641	97.5925	5.9124	190.3052	1.3443	18.0454	14.672	5.0684	0.5336	1.6596	92.6624	1885.1165	1.6553	0.1292	2.0421	0.0558	3.8908
TCGA-39-5016-01A-01R-1443-07	TCGA-39-5016	LUSC	0.3074	22.4781	2.2367	3.8822	93.8083	0.5152	223.8346	12.8387	11.3907	41.1554	16.5958	111.0784	51.996	31.9987	0.5339	0.0216	0.062	1.2313	0.4077	0.0673	3.0312	0.1467	7.5214	96.1308	18.6031	72.2302	0.0391	34.0217	13.4152	0.7663	0.0102	1.0026	12.6155	75.85	3.7153	0.1462	84.3664	3.4792	0.0878	33.1192	16.951	0.0381	2.332	10.5085	31.4202	9.7002	0.0378	99.0654	2.1389	23.7778	0.0185	26.4509	4.4065	68.3927	1.5454	42.7663	1.1561	4.1772	8.1801	2.7748	0.1555	0.6438	38.2962	1012.3057	1.8421	0.1139	0.217	0.0414	4.3579
TCGA-39-5019-01A-01R-1820-07	TCGA-39-5019	LUSC	3.7451	18.1926	0.767	2.4096	279.4765	0.3948	551.2444	13.7455	4.5952	67.9092	67.2387	247.1936	54.2236	54.0517	0.6011	30.2042	0.0323	0.1194	0	0.0117	15.3346	0.1478	4.0114	24.0207	19.5412	213.2915	0.2281	3.7933	40.2186	0.6114	0	3.7128	47.2714	221.6867	1.6335	0.2523	10.4454	28.8355	1.1373	164.0842	10.3569	1.1563	1.5832	5.6602	23.0934	40.9244	0.015	749.2236	1.5769	12.688	0	35.8077	48.4129	11.344	4.6529	43.7312	1.1689	6.2217	3.135	1.7476	0.1081	0.8991	17.8321	844.451	0.997	0.0475	2.011	0.0144	5.1478
TCGA-39-5021-01A-01R-1443-07	TCGA-39-5021	LUSC	13.0212	21.7372	0.7238	2.8543	210.625	0.5334	659.3613	10.8026	11.1502	50.3375	32.8249	191.3342	65.1988	57.631100000000004	0.7158	11.8423	0.0455	2.0602	0.0952	0.0247	6.2555	0.2477	5.3108	50.9835	9.9129	56.901	0.0344	5.7014	15.9041	0.6418	0	1.8952	45.7833	114.4929	2.7565	0.1703	48.693600000000004	9.829	0.2695	12.4003	12.1891	0.0799	1.9747	8.9591	35.6459	14.5787	0.0634	123.8682	2.522	21.9083	0	20.0633	21.3643	41.4692	3.594	64.2316	0.6848	8.0073	6.0359	3.0626	0.1343	0.6302	37.5562	868.9026	0.9498	0.0753	0.6675	0.1214	9.7896
TCGA-39-5022-01A-21R-1820-07	TCGA-39-5022	LUSC	0.2059	50.5508	1.7935	3.1324	236.0691	2.1621	528.4196	19.3328	37.7456	67.5767	66.5074	222.075	57.8167	37.5775	1.6297	35.0137	0.0506	5.0723	0.2572	0.0962	13.6296	0.1616	10.3854	110.9234	37.7623	91.1643	0.051	9.3092	33.9189	0.9118	0.0251	4.4026	89.9661	157.194	4.1724	0.3128	234.4965	11.9906	6.815	153.2564	57.0557	0.29	2.0219	22.6853	19.2354	30.1554	0.0264	920.4367	5	49.066	0.1664	25.6195	11.9763	228.2965	6.9747	104.4496	3.1422	20.282	20.0609	9.3038	0.6647	0.8923	90.3529	3134.6814	1.9284	0.2883	1.2315	0.0084	9.4992
TCGA-39-5024-01A-21R-1820-07	TCGA-39-5024	LUSC	4.4603	11.8109	2.809	1.8817	471.7043	0.3024	714.1386	24.6574	3.1088	72.3012	13.228	170.7891	66.7303	25.9909	0.1771	117.2323	0.0124	0.138	0.0298	0	14.105	0.2474	2.7835	41.453	105.2387	182.6212	0.0377	1.4305	59.1252	0.1777	0	2.6194	34.4721	346.3456	0.6537	0.0891	23.9674	22.9116	1.1475	3213.478	6.8695	0.1618	3.2223	3.5624	15.8732	76.3785	0.0173	12106.7307	1.6268	5.7071	0.0149	36.5134	4.4552	42.4165	1.4983	19.4518	0.6305	1.4129	2.1181	1.3462	0.1396	0.547	5.5651	595.1138	1.2423	0.0595	0.5975	0.0083	1.0119
TCGA-39-5027-01A-21R-1820-07	TCGA-39-5027	LUSC	0.6921	2.9488	0.7548	0.3256	234.2055	0.1257	413.2172	8.9316	2.7848	61.05	3.0239	89.2846	100.3698	15.5168	0.1205	14.4099	0	0.1982	0.016	0	12.4482	0.1142	0.6894	17.0607	14.1459	105.0349	0.1622	4.3226	25.2842	0.0934	0.0089	0.4685	15.3944	317.9811	0.2385	0.0262	8.1153	8.0638	0.5063	45.6322	2.879	0.6688	1.2299	1.3379	25.4187	53.239	0.0047	123.5923	0.3294	1.5186	0.008	17.0408	0.9093	6.8542	0.2848	5.1054	0.4063	0.6525	1.3937	0.2658	0.0791	1.0569	4.0452	159.6442	0.1338	0.0542	0.1519	0	0.4249
TCGA-39-5028-01A-01R-1443-07	TCGA-39-5028	LUSC	0.0867	18.7694	1.2716	1.7245	193.732	0.3825	475.4391	25.0923	9.8777	74.2486	23.1432	252.8158	35.9119	42.5465	0.3462	4.621	0.0538	0.21560000000000001	0	0	3.7157	0.1104	5.4107	46.7534	25.396	190.0568	0.0453	2.8794	196.801	0.9376	0	5.8333	40.5117	277.9047	4.5417	0.3562	13.8855	5.9812	1.9322	3371.8853	12.5293	0.0741	2.7064	5.0783	28.3067	10.1126	0.0188	7343.0081	1.9801	11.3197	0.0322	26.8199	11.4024	262.015	1.9949	101.632	0.6505	8.5787	5.9817	2.0924	0.159	0.9944	31.2037	671.6561	0.2932	0.0396	1.1609	0.012	5.9381
TCGA-39-5029-01A-01R-1443-07	TCGA-39-5029	LUSC	0.7511	15.9674	1.5548	3.3256	228.1761	0.7805	1213.2823	11.9842	15.9599	47.8789	46.4702	304.7504	81.3315	107.0808	0.692	7.5877	0	1.1584	0.0099	0.0179	6.0245	0.0625	11.0472	94.9829	42.6082	544.6739	0.0582	0.975	112.5856	0.5228	0.0545	1.9507	29.3646	334.6254	2.1384	0.1664	53.5638	23.428	0.5693	32.7323	22.2285	0.0812	7.9494	10.1949	16.6789	18.315	0.023	223.9503	1.5871	15.8005	0.0395	25.2849	2.8056	73.5827	2.4566	54.1771	0.979	5.4407	10.9666	2.8352	0.1364	0.9383	31.1661	571.7834	0.9581	0.0424	0.693	0.044	6.0769
TCGA-39-5035-01A-01R-1443-07	TCGA-39-5035	LUSC	42.4675	20.5894	1.2591	2.7131	395.5871	1.1164	457.6778	13.708	51.272	71.5498	14.5831	184.2486	52.2873	37.4271	0.5955	33.7795	0.0701	2.4847	0.0979	0.0508	6.6975	0.1882	6.7371	105.5765	15.2838	132.1674	0.0943	41.0619	64.7484	0.7655	0.3093	0.5043	43.5919	139.7794	3.4076	2.1988	108.5812	6.5404	0.3252	1290.5464	33.7277	12.6765	2.1798	20.2777	20.8504	20.5805	0.0163	3014.4866	2.2741	18.2882	0.6992	20.3984	6.2977	113.9881	2.8336	47.4549	2.047	8.4905	18.4336	3.1617	0.6351	0.9068	51.6184	2053.2601	2.9496000000000002	0.3266	0.4366	0.0936	3.9237
TCGA-39-5037-01A-01R-1443-07	TCGA-39-5037	LUSC	14.3547	1.6428	0.7775	0.2604	352.6941	0.0161	435.1481	8.7972	0.9892	92.9403	1.883	212.3339	51.538	19.4305	0.1239	61.2066	0.0189	0	0	0	14.8872	0.0626	0.5476	6.6256	7.7617	135.3608	0.1144	3.933	32.0815	0.0461	0	3.4156	11.8345	267.5756	0.1228	0.0061	0.5208	4.2695	0.4283	341.4207	0.9441	0.2441	0.7125	0.8739	19.8101	28.6695	0	460.7778	0.2965	0.4689	0	15.9304	4.4543	1.6918	0.3829	8.5077	0.2243	0.2764	0.2855	0.1363	0.0335	0.6108	0.6286	162.2436	0.0515	0.0764	0.9578	0.0504	0.1264
TCGA-39-5039-01A-01R-1443-07	TCGA-39-5039	LUSC	0.1706	15.5263	1.2259	0.8985	328.643	0.2982	699.2485	30.9641	4.092	58.4962	2.8487	191.9542	54.5902	68.2988	0.6388	7.1813	0	0.1886	0	0.0317	10.7438	0.0552	4.4512	25.0546	59.6973	155.5113	0.0294	1.0005	36.3993	0.2335	0.0193	20.717	229.778	221.1625	1.1774	0.2751	3.5917	17.0817	1.4866	28.4833	10.8856	0.0435	4.8219	5.9164	21.015	28.5635	0.0102	649.2757	0.3049	6.9789	0	28.3653	7.0984	39.6164	1.7492	58.392	0.8033	11.5335	3.8346	0.5781	0.0344	0.6622	28.263	896.9283	0.582	0.0857	0.3305	0.0584	12.1477
TCGA-39-5040-01A-21R-2125-07	TCGA-39-5040	LUSC	1.134	9.3128	1.9064	0.5601	101.7201	0.2888	337.0369	45.233	2.8368	29.4232	6.7112	41.0547	27.8807	9.4669	0.1979	0.2829	0.0135	0.1127	0	0	6.9375	0.0449	1.8131	59.0603	230.2327	164.2004	0.0478	4.4401	5.6153	0.4247	0.0179	0.4938	1.8395	101.9101	0.8343	0.2249	14.8929	3.0324	0.0954	19.3141	2.5044	0.0833	2.2096	2.3571	90.0835	25.4689	0.0189	427.9749	0.9423	5.3058	0.0405	19.6681	6.639	8.1294	1.5967	17.7288	0.3389	7.2329	2.3724	0.7899	1.0081	4.2566	23.1964	244.3465	0.2459	0.1195	2.9728	0.009	2.5806
TCGA-43-2576-01A-01R-A32Z-07	TCGA-43-2576	LUSC	0.3485	30.5595	1.0609	3.9081	244.0709	0.8263	381.9474	24.9352	17.7099	32.3752	63.9356	89.0908	46.408	35.7893	1.0601	2.2843	0.0517	0.7404	0	0	13.021	0.0245	9.3826	30.5769	47.5225	66.7254	0.0652	2.098	46.3532	0.3331	0	2.3837	52.9077	255.36	1.9126	0.5214	29.0478	28.6999	5.3566	1002.1442	18.3022	0.1203	4.4112	6.5926	8.1689	36.37	0.081	4577.205	2.0002	17.8689	0.1082	25.1313	4.4728	27.7159	6.2034	169.0571	1.0848	10.8327	10.1882	6.4927	0.1831	1.5704	59.7439	1227.676	0.7506	0.076	1.2238	0	5.4522
TCGA-43-2578-01A-01R-0851-07	TCGA-43-2578	LUSC	0.5147	20.8261	0.6675	1.339	251.4091	0.5678	1054.5315	32.4875	11.4865	35.8381	7.3742	191.5612	94.5737	18.5267	0.7547	1.1616	0.0337	0.3428	0.0101	0	17.8061	0.1676	3.6122	22.5235	33.08	167.7471	0.102	0.9645	25.4618	0.3171	0.2899	0.3449	20.5452	171.5033	2.7097	0.4279	52.0178	32.6915	1.3781	12.8114	8.0651	0.4074	3.0896	6.3305	16.0239	43.5029	0.0117	59.007	1.7986	14.4689	0.1008	16.415	7.1083	18.0167	2.9622	44.2957	7.7058	22.187	7.1784	2.5029	0.2788	0.7941	33.1726	767.3588	0.505	0.1178	1.0007	0	8.3028
TCGA-43-2581-01A-01R-0851-07	TCGA-43-2581	LUSC	0.1875	60.8745	1.2246	2.3124	159.5853	0.5464	587.9199	17.437	13.4948	163.91	398.9928	132.5965	31.892	47.6802	2.5176	2.1966	0	0.3109	0	0	26.8129	0.0303	15.6603	56.0696	117.8685	10.8081	0.0566	2.191	138.7381	1.1663	0.053	3.456	18.3347	160.9231	2.5206	0.2085	70.9258	27.8591	0.3301	11.0475	11.1859	0.1225	1.1566	5.9393	8.5143	47.0718	0.067	88.9904	1.927	71.7508	0.3354	39.3832	23.1654	45.93	15.4677	199.0196	0.4245	44.9301	8.9149	2.985	0.3501	1.0446	66.9872	1216.0785	0.5526	0.1119	0.8762	0	14.7431
TCGA-43-3394-01A-01R-0980-07	TCGA-43-3394	LUSC	3.8371	10.5196	0.8902	0.7111	343.6154	0.1215	474.0695	20.25	2.1932	45.3563	21.5329	378.107	148.7928	16.2267	0.4771	4.5721	0.0335	0	0	0	16.2727	0.2063	3.1704	13.2091	14.472	153.1843	0.0507	4.7618	32.693	0.3561	0	2.9669	29.7804	256.4533	0.9988	0.3054	2.6492	9.2554	0.8864	26.2906	3.2444	0.1266	2.405	1.8638	17.3397	42.0956	0.0117	148.9267	0.8151	7.3605	0	28.9557	7.0253	4.0383	2.4763	36.2694	1.3856	4.8153	0.9087	0.3928	0.0099	1.1515	17.1926	426.8409	0.0913	0.0616	0.3018	0.0336	4.7574
TCGA-43-5668-01A-01R-1635-07	TCGA-43-5668	LUSC	0.1103	55.7659	3.8047	4.965	131.6133	1.7291	237.7491	18.601	16.586	32.9317	135.1688	91.1564	36.2445	48.8274	1.4995	0.3182	0.0821	1.0291	0	0.0127	6.6259	0.1942	9.0724	108.3867	110.5139	45.3999	0.0946	3.4743	14.473	0.9064	0.4264	0.9809	126.4813	29.2519	2.9468	0.2479	199.2526	16.4835	6.3085	5.8303	25.8264	0.0814	1.0175	15.4845	9.469	11.1054	0.0163	41.7355	3.7945	66.9701	0.4838	54.5244	15.2646	87.5289	13.5172	86.9636	1.5233	35.3751	17.062	9.1517	0.4915	3.0203	47.4661	1809.2312	1.9257	0.2069	0.8678	0	22.977
TCGA-43-5670-01A-21R-2125-07	TCGA-43-5670	LUSC	0.4895	2.1623	2.0245	0.5262	262.2003	0.0278	487.7295	14.8635	0.4526	24.0495	23.8789	105.9816	101.2675	131.2621	0.058	2.1674	0.0326	0	0	0	15.0404	0.0463	1.1255	66.2588	21.4204	89.0417	0.0987	0.4842	103.2775	0.0341	0	12.6983	63.9649	152.3888	0.0691	0.0424	0.3833	8.9092	1.3916	573.2549	1.3441	0.0201	3.6742	0.407	16.9763	21.6941	0.0114	2561.841	0.1023	1.0552	0	26.27	2.6007	8.8673	0.3817	10.4965	0.0622	0.6841	0.6812	0.098	0.0096	1.5931	2.1093	25.7717	0.0592	0.018	6.3071	0.0109	0.3236
TCGA-43-6143-01A-11R-1820-07	TCGA-43-6143	LUSC	1.3224	11.3331	3.3825	1.1786	145.9939	0.1809	519.6867	8.151	3.4116	69.1543	22.0712	105.7151	66.7855	12.4233	0.7316	93.7613	0	0.107	0	0	8.3766	0.0411	2.5499	54.195	22.569	95.5562	0.0827	1.9048	99.6424	0.2587	0.0064	0.6708	8.6941	78.8458	1.0869	0.2197	9.761	4.7028	1.4789	7.5467	5.264	0.9745	2.6412	1.1328	10.1817	22.2135	0.0269	51.0268	0.817	8.178	0.0173	23.045	3.0371	16.3871	2.0474	22.4113	1.4066	7.2591	3.5362	0.5565	0.1709	0.5415	14.7617	219.9648	0.1576	0.4928	0.3473	0.0064	3.6698
TCGA-43-6647-01A-11R-1820-07	TCGA-43-6647	LUSC	1.8175	42.9997	1.0991	5.3766	597.8241	0.598	455.7456	28.1478	2.9624	116.8625	127.7265	108.0429	43.5072	84.0191	1.0234	17.2544	0.0489	0.1357	0	0.0177	19.2324	0.0154	8.5558	40.3535	67.1976	316.6516	0.0165	11.7571	107.5852	1.5623	0	22.0447	88.1946	245.5374	5.6161	0.4671	13.5859	15.0232	0.1905	205.5806	5.0523	0.0903	1.6018	3.604	21.6526	33.3915	0.0739	969.5296	2.5418	39.9279	0.0098	34.2299	58.7169	89.5579	6.3412	115.4568	0.3769	22.6009	4.0233	1.9998	0.2697	1.7353	32.2598	890.4373	0.4441	0.1379	36.7569	0.0327	20.8429
TCGA-43-6770-01A-11R-1820-07	TCGA-43-6770	LUSC	4.0543	18.2336	1.2386	1.6874	245.854	0.1353	485.85	23.0363	4.4537	68.3147	93.9622	430.3388	132.6324	25.2717	0.6675	32.2507	0.074	0.0684	0	0.023	18.3304	0.0451	4.1905	16.2522	20.8902	618.5589	0.16	9.6422	160.4774	0.4715	0.014	3.0835	77.5282	330.4661	1.7504	0.3166	3.3391	17.7525	0.6301	56.5695	3.0775	0.1645	4.2467	1.2615	52.2649	92.4688	0.0295	261.2278	1.0618	11.986	0.0127	22.8603	9.4618	3.4245	6.0921	50.2107	0.1368	8.9833	1.6826	0.6674	0.0375	1.3497	18.6791	339.2067	0.3359	0.0855	0.3667	0.0141	9.7245
TCGA-43-6771-01A-11R-1820-07	TCGA-43-6771	LUSC	0.0525	13.9565	0.544	1.6558	503.312	0.3417	1003.3633	39.4791	4.883	192.6724	19.7795	301.5054	47.6785	104.2543	0.5026	86.2963	0	0.303	0	0	16.8395	0.0747	2.8706	69.9988	44.1894	263.978	0.049	5.4054	171.295	0.6556	0.0161	3.8886	2.0164	900.5843	2.1643	0.2529	26.9874	24.6021	2.1979	5284.6392	7.4015	0.1003	7.6839	3.793	37.4976	98.515	0.0127	14789.4117	0.762	9.9989	0.0291	53.4324	13.0547	33.7718	3.3903	90.5183	0.4659	12.4118	4.5767	1.3648	0.0359	0.5562	25.3541	538.9343	0.0992	0.0357	3.3934	0.0162	9.8098
TCGA-43-7656-01A-11R-2125-07	TCGA-43-7656	LUSC	0.4209	20.5088	3.353	2.5361	211.5688	1.2726	467.8138	13.5639	9.8352	44.0698	25.5525	141.405	20.3846	25.8903	0.4696	15.4206	0.1024	1.2137	0.2959	0.0556	12.1866	0.1453	4.2876	43.8377	19.7381	33.1643	0.0602	6.5984	13.5924	0.5585	0.0226	3.394	40.9248	166.5035	3.7291	0.2165	69.946	4.5592	0.2841	397.5862	27.504	0.4346	1.4158	11.288	7.3245	22.782	0.0119	1092.1239	3.5948	15.9822	0	21.3318	10.8984	62.0913	2.3727	40.1582	1.2837	7.4385	8.0434	3.6394	0.131	2.5645	32.1182	527.3655	1.5172	0.439	0.8646	0	1.9648
TCGA-43-7657-01A-31R-2125-07	TCGA-43-7657	LUSC	1.0911	8.5553	0.2112	0.2719	309.0371	0.1854	385.0376	18.1001	1.8674	32.0702	69.9406	151.3237	85.8456	49.4899	0.3146	3.4129	0	0.0277	0	0	20.8335	0.1207	1.4942	19.3286	28.1011	277.4071	0.0151	0.5107	213.9517	0.141	0	0.937	5.8189	148.258	0.3304	0.0927	2.7718	26.1839	0.067	4.2381	1.4235	0.083	5.9347	1.1559	37.0037	41.3531	0	28.6451	0.2196	3.1149	0	28.223	2.0435	2.6281	1.5195	26.3556	0.2925	4.1329	0.5132	0.4326	0.0177	0.6952	11.8558	296.8707	0.0544	0.011	0.27	0	0.9899
TCGA-43-7658-01A-11R-2125-07	TCGA-43-7658	LUSC	0.9201	16.0771	1.6623000000000001	3.676	117.1217	0.691	327.5631	10.9108	8.4236	21.8734	12.9403	110.6056	29.1924	8.5603	0.435	42.4889	0.0242	2.0792	0	0	5.3573	0.3722	3.6393	57.8746	6.077	22.8028	0.0488	2.1716	8.0255	0.4635	0.016	1.1427	15.1795	126.7604	1.1378	0.2008	62.5868	6.0793	3.1179	11.2582	16.2416	1.5188	3.6981	16.7073	8.4243	13.4343	0.0379	67.3316	2.1571	12.8905	0.0145	18.7537	3.3708	148.1948	1.5398	34.418	1.8745	5.0866	11.0104	5.2491	0.1857	1.6153	25.907	609.9679	0.8783	0.418	0.484	0	2.0744
TCGA-43-8115-01A-11R-2247-07	TCGA-43-8115	LUSC	21.2629	45.2223	1.6989	7.3602	185.9143	1.5823	361.5823	18.7639	11.4955	49.6278	59.42	99.3289	35.2462	34.6974	1.1923	21.8256	0.047	0.4993	0	0	7.101	0.2891	9.4692	51.5202	29.0868	107.8184	0.1422	2.9245	34.3829	0.8755	0.0466	2.8132	29.6814	121.8743	5.9385	0.2446	62.5467	15.8611	0.1049	50.6893	14.8168	0.5387	0.8102	11.5967	24.8303	56.0737	0.0736	198.2444	4.4838	50.4505	0.0703	27.4241	26.184	46.9843	17.9557	122.4951	1.24	26.4832	9.1458	6.2828	0.1942	2.3039	57.3724	1220.2539	0.5117	0.3195	0.5953	0.0157	40.5987
TCGA-43-8116-01A-11R-2247-07	TCGA-43-8116	LUSC	0.2928	10.5333	0.7951	1.3542	384.3283	0.4253	545.6431	13.7392	6.8159	41.1032	25.3267	140.3499	41.2671	16.7054	0.2108	8.6865	0	0.4963	0.0459	0	9.8259	0.0605	4.4637	34.5407	23.3308	124.0204	0.1161	0.864	36.434	0.4365	0.0169	1.56	44.2236	265.4881	1.3148	0.0749	9.5582	5.2977	0.4875	25.7958	11.3724	0.027	0.8597	3.5485	17.6123	16.3669	0.0178	139.6171	1.177	10.579	0	49.9264	11.2066	25.3098	5.1026	35.2921	0.3362	5.3898	5.2744	1.9061	0.5287	3.3446	9.695	394.2761	0.8125	0.1504	1.6546	0.0512	4.1544
TCGA-43-A474-01A-11R-A24H-07	TCGA-43-A474	LUSC	0.1709	1.453	1.4948	0.2504	372.1767	0.0239	561.587	15.2105	0.6513	99.1224	15.2181	394.8337	104.6397	49.7919	0.0489	72.1169	0	0	0	0	24.3938	0.0177	0.4497	13.7037	28.9311	458.4122	1.6943	1.5965	133.5385	0.0455	0	2.5406	2.3787	464.2123	0.2267	0.1761	1.4373	21.1914	0.0609	83.6413	0.8392	0.023	4.7076	0.1233	41.0485	50.1737	0	272.4406	0.1366	0.8307	0	27.2696	4.5139	2.0087	0.3342	12.3065	0.0119	0.7723	1.742	0.0224	0	0.6688	2.3148	34.7051	0	0.1235	0.9087	0	0.934
TCGA-43-A475-01A-11R-A24H-07	TCGA-43-A475	LUSC	9.6269	41.1794	0.8848	3.6603	295.8706	2.7685	273.7684	8.4508	67.2143	43.5125	54.5076	136.6389	56.6052	22.9907	2.4631	0.491	0.0543	6.2184	0	0.0393	8.2496	0.5395	9.4296	130.7003	21.9841	107.7628	0.073	28.0389	15.5162	1.5436	0.0837	4.0029	35.9237	82.012200000000007	12.1347	0.4591	441.4647	6.3692	0.2081	27.6044	64.1863	0.3179	2.4108	32.7052	14.8987	9.3622	0.0189	103.6537	5.4486	49.1621	0.1623	53.8663	13.0639	203.1384	7.2851	147.6354	3.6889	43.6508	24.5845	10.763	0.5234	1.7306	74.1384	1281.88	0.8701	0.9975	0.9048	0	12.0062
TCGA-43-A56V-01A-11R-A26W-07	TCGA-43-A56V	LUSC	1.1831	7.274	1.8619	0.9497	219.4268	0.2599	470.1553	9.6425	2.1308	85.1194	13.0219	279.5284	65.5473	38.3311	0.4228	77.1465	0.0452	0.605	0.0135	0	18.2988	0.0748	2.9551	19.0277	29.4684	154.9941	0.0797	1.0271	21.6048	0.3539	0	2.4854	33.8596	166.6039	0.4464	0.1543	3.0746000000000002	9.3384	0.5738	1959.6175	4.1733	0.0179	6.8359	1.5495	22.7067	40.2201	0.0315	7892.0971	0.9563	6.4621	0	21.3383	2.9294	15.159	2.634	29.4964	0.3015	5.4745	1.2141	0.3392	0.0933	1.155	12.118	190.8692	0.2049	0.1826	1.7165	0.0301	0.9935
TCGA-46-3765-01A-01R-0980-07	TCGA-46-3765	LUSC	3.1157	16.5009	0.9341	0.8252	323.319	0.4375	529.2096	32.7356	8.8643	72.6559	19.6642	446.7807	86.0218	23.5118	0.7563	35.3516	0.0223	0.3711	0.0133	0	13.0716	0.1056	5.898	41.8145	17.5519	212.1461	0.045	2.1999	22.3414	0.5905	0.0148	1.6262	37.4884	340.9185	3.7933	0.2033	20.652	10.8196	0.5976	61.1097	9.1111	0.0274	1.6104	4.356	20.8389	32.4402	0.0233	705.5995	1.1899	11.7778	0.0267	22.7443	14.3445	55.0718	2.2077	48.0516	0.7472	13.0342	3.3115	1.676	0.1581	1.1743	27.2554	697.0539	0.8099	0.0574	0.8332	0.0298	5.1922
TCGA-46-3766-01A-01R-0980-07	TCGA-46-3766	LUSC	2.6403	58.7046	2.1519	3.8356	542.5052	0.6891	413.6604	26.2776	21.006	72.826	55.48	230.0811	25.0751	37.0229	2.0129	7.8151	0.1418	0.5765	0.017	0	3.8944	0.2551	12.086	52.7783	48.2516	43.1244	0.0286	2.526	100.5353	1.1753	0.0188	2.4678	53.7202	217.2076	3.8366	0.4522	73.6167	10.5109	2.1231	61.1884	31.2027	0.1869	1.4835	12.8018	11.3085	6.3865	0.0593	412.2086	3.1141	58.4557	0	31.7254	36.0301	85.317	12.0118	114.7274	1.5389	32.2414	9.137	5.7435	0.1172	1.2046	85.5942	3013.7784	2.3936	0.1147	1.7588	0.1514	42.8481
