patient_barcode	submitter_id	Project	NOS2	CD4	IKZF2	FOXP3	PKM	TBX21	ENO1	PGM1	GZMB	HIF1A	MMP9	PGK1	GPI	TGFB1	CD33	CA9	IL2	IFNG	IL17A	IL17F	VEGFA	IL12B	CD86	STAT1	EPAS1	SLC2A1	ARG1	CD274	TGFBI	CD80	KIR2DL1	IL1B	CHI3L1	LDHA	IL2RA	IL10	CXCL9	SLC16A3	RORC	S100A8	GZMA	NCAM1	ALDOA	CD8A	SLC16A1	HK2	IL23R	S100A9	CTLA4	CYBB	KIR3DL1	STAT3	IL7R	CXCL10	ITGAM	CD14	CD8B	CD163	PRF1	CXCR3	NCR1	FUT4	FCGR3A	HLA-DRA	NCR3	KLRK1	TNF	PKMP2	MRC1
TCGA-55-6985-01A-11R-1949-07	TCGA-55-6985	LUAD	0.5248	33.4793	3.3604	2.2554	194.5162	1.5323	442.2017	14.5926	19.9048	44.326	46.7594	64.381	24.7714	39.005	0.8137	6.0251	0	1.1264	0.0187	0	14.3554	0.2663	7.6221	63.9985	42.6802	24.9337	0.0473	4.6572	31.8169	0.7947	0.5995	8.1366	36.9936	139.087	3.487	0.3661	117.127	19.8022	3.9608	18.803	19.4788	0.2938	1.5437	7.7431	2.6664	16.7078	0.0218	365.3858	3.8408	37.5981	0.9534	36.3709	12.3694	67.0943	5.2882	67.3202	0.6692	13.6716	11.5429	5.0153	0.5353	1.2931	51.8799	1287.1938	1.2481	0.1838	0.7712	0	11.5148
TCGA-55-6985-11A-01R-1949-07	TCGA-55-6985	LUAD	0.7051	45.4347	2.0509	0.5967	80.2836	1.3735	153.7158	19.9123	7.8307	29.263	4.7134	60.0324	14.4385	29.3915	3.3967	0.2049	0.1559	0.4322	0.0311	0	11.9885	0.2378	15.2617	24.4598	291.3098	3.8511	0.1136	7.2621	21.9969	1.2066	0.3666	9.7985	34.4517	50.2687	0.7779	0.1466	7.7791	7.7624	4.6342	46.5794	11.3365	0.2998	1.1289	7.6737	2.6021	26.0403	0.1086	264.3463	1.395	116.8387	0.4455	33.5441	41.2194	10.4099	21.6951	74.5739	0.8446	27.3816	11.9787	2.0405	0.3069	1.1965	102.5066	2499.7274	1.5721	0.3184	2.4144	0	141.0009
TCGA-55-6986-01A-11R-1949-07	TCGA-55-6986	LUAD	0.2257	21.5856	2.4567	0.7814	246.3525	0.4998	413.9261	18.7344	1.0052	38.8398	9.7757	178.1401	34.1118	37.7629	0.9792	18.8986	0.0634	0.0293	0	0.0344	5.9833	0.33	4.0237	18.0747	55.3855	13.3282	0.0959	2.158	18.7661	0.2869	0.021	1.3788	6.5795	272.9721	1.2261	0.3506	6.5371	13.5327	10.1967	8.3575	5.1844	0.1392	2.4726	2.8726	1.5959	23.2304	0.0662	523.8515	0.3148	17.588	0.019	36.3836	8.1522	4.1948	4.6507	66.5731	0.2553	16.7146	3.0841	2.2281	0.0374	0.6496	25.9735	1594.8057	0.6902	0.0699	0.4649	0.0211	16.4039
TCGA-55-6986-11A-01R-1949-07	TCGA-55-6986	LUAD	1.0839	43.156	1.8745	0.1805	67.6749	1.1385	95.6249	18.3558	3.9473	16.8652	3.7043	49.3282	10.8001	24.0807	1.3346	0.4224	0.0728	0.4038	0.0073	0.0132	20.1408	0.1034	5.0235	19.5062	568.2395	4.4426	0.1714	6.3392	12.3575	0.7737	0.1044	6.8893	9.3956	36.3459	0.3497	0.1264	8.9251	4.504	9.7469	29.4253	7.5654	0.5098	0.7663	3.8851	1.5073	8.5941	0.0338	131.0554	0.6983	21.4898	0.2977	31.537	78.555	7.3414	4.2774	87.6229	0.2367	14.2082	8.8531	1.9187	0.2581	1.1345	49.1831	1381.091	1.245	0.1205	2.113	0	26.4881
TCGA-56-7222-01A-11R-2045-07	TCGA-56-7222	LUSC	0.0233	2.6294	3.0219	0.2548	485.0996	0.0065	697.322	35.376	0.8116	151.8794	30.139	177.7863	51.2444	20.5227	0.1716	58.3786	0	0	0	0	37.6877	0.0289	0.7858	24.1711	38.5013	191.7975	0.0231	0.441	35.8797	0.0692	0	20.5407	46.7443	227.8492	0.4314	0.1292	0.7924	20.7965	1.6287	30.7706	0.4388	0.0027	4.2274	0.2074	88.3579	34.4828	0.0426	203.4712	0.2716	2.1879	0	34.6779	2.1124	5.0478	0.9466	8.7434	0.013	3.8683	0.577	0.101	0	0.5529	3.13	146.1669	0.0416	0.0337	2.1086	0.051	2.5764
TCGA-56-7222-11A-01R-2045-07	TCGA-56-7222	LUSC	0.5876	22.8283	1.2382	0.1414	71.351	0.5435	210.4977	34.54	1.82	23.7279	0.5748	71.7057	14.265	31.5372	3.6602	0.0418	0.165	0	0	0	16.2294	0.2627	6.8953	15.8548	260.7389	1.4922	0.2647	2.9989	18.696	0.4963	0.0893	8.1272	20.6022	58.6558	0.322	0.0098	0.6687	2.9253	9.6116	33.3424	2.7537	0.3123	2.4372	3.936	1.4359	34.2264	0.0157	191.8614	0.2745	89.5874	0.1076	48.933	19.1597	1.1713	12.8508	49.1407	0.4324	48.7276	5.7125	0.5949	0.0709	1.5374	63.5336	2088.1638	0.5853	0.0992	3.5309	0	131.4882
TCGA-56-7731-01A-11R-2125-07	TCGA-56-7731	LUSC	20.354	30.7679	1.5884	1.5446	239.3399	0.5576	468.2141	23.0821	9.9243	89.0472	43.8496	141.0975	22.9749	36.7332	0.7183	14.3418	0	0.0653	0.0106	0	18.5477	0.1422	5.933	17.4565	120.8491	141.7686	0.1337	2.6288	32.1064	0.3878	0	9.6296	108.5433	150.0909	5.9555	0.2243	6.6262	20.4587	2.7132	293.1696	5.1212	0.3292	3.6985	3.1461	10.5933	31.3287	0.0308	1514.0705	1.2754	15.3707	0.0317	46.4056	17.3899	2.7942	3.8736	70.7608	0.4796	33.1489	4.1866	2.3475	0.0939	1.0217	41.0884	1152.8426	0.786	0.078	1.6148	0	16.8963
TCGA-56-7731-11A-01R-2125-07	TCGA-56-7731	LUSC	1.7649	33.4133	0.7112	0.1594	93.4418	3.0229	326.8337	42.9447	31.1049	93.0278	16.5083	75.6954	18.3904	42.6392	1.8435	0	0.0191	0.1943	0	0.0208	14.3009	0.0543	8.6188	20.1515	552.8693	8.1492	3.4218	18.2229	15.4295	1.0718	0.7458	20.3649	49.6456	104.3811	1.4468	0.2674	9.0326	11.6333	2.7207	253.3965	10.8852	0.2855	2.7762	7.0991	4.9415	15.9275	0.02	852.1777	0.1399	37.0472	1.3032	72.2413	49.5345	10.1026	10.243	163.1646	0.7577	45.6274	39.9228	1.5622	1.0948	1.1826	87.6886	2109.6143	0.85	0.0843	0.752	0	84.1438
TCGA-56-7823-01B-11R-2247-07	TCGA-56-7823	LUSC	1.124	4.4527	2.0617	0.6057	256.5718	0.2757	337.6725	6.1158	4.53	101.6471	13.5004	157.0714	79.5699	44.2366	2.2556	28.4812	0.0269	0.3983	0.0161	0	10.4191	0.0383	1.5965	13.1802	7.8611	155.8416	0.0408	1.989	22.2618	0.0845	0.0178	4.8897	5.4688	203.28	0.5479	0.0789	34.3214	21.7945	0.2452	327.7919	3.365	0.0213	0.937	1.2954	0.5732	162.661	0.0375	1617.1004	0.479	5.0101	0.0967	18.3488	1.9432	14.9338	0.8163	17.4716	0.0514	2.3695	3.664	0.7934	0.0955	1.5476	6.5943	154.0459	0.0978	0.1288	0.7726	0.018	1.9585
TCGA-56-7823-11A-01R-2247-07	TCGA-56-7823	LUSC	3.665	64.3323	1.2749	0.6635	77.2054	1.6509	176.6437	25.3455	7.9884	47.3966	3.2083	74.4648	14.8128	47.4634	2.9412	0.1607	0.0533	0.591	0	0.0579	18.1382	0.2859	13.0139	34.7229	203.0999	3.1469	0.1523	8.5848	31.9148	3.0689	0.235	6.8511	49.8376	55.6447	1.5906	0.237	27.0436	8.3611	4.5909	34.1811	14.0221	0.2419	0.8878	5.6985	5.9041	21.7841	0.0557	181.7948	1.0404	52.2455	0.3613	38.0846	29.2743	21.4698	14.4238	92.4854	0.7456	35.8685	14.1398	4.2172	0.4721	1.3747	110.4277	2897.3044	0.7255	0.3004	1.86	0.0119	169.2667
TCGA-56-8082-01A-11R-2247-07	TCGA-56-8082	LUSC	140.1809	5.1807	2.4899	0.722	183.5956	0.1947	347.7865	10.548400000000001	1.3472	40.7928	18.6638	149.4263	17.4315	12.4431	0.1916	2.072	0.1279	0.0169	0.0109	0	12.7023	0.0951	4.1927	24.9381	65.3067	114.9173	0.0368	2.0848	10.3882	0.2227	0.0121	5.8284	15.5412	108.0736	0.6139	0.0535	3.1315	13.3446	0.4234	209.3786	0.8669	0.207	1.3132	0.4156	27.8667	17.0276	0.0445	633.3562	0.3152	3.4386	0	57.4174	4.122	23.032	2.7527	17.8354	0.0426	3.1811	1.177	0.2964	0.053900000000000003	0.867	5.5132	129.1634	0.0663	0.0806	5.1892	0.0122	2.1157
TCGA-56-8082-11A-01R-2247-07	TCGA-56-8082	LUSC	0.8516	35.8005	0.9995	0.2996	78.9725	3.0799	206.9507	36.9914	18.9035	64.1404	10.3931	69.1565	11.8368	38.5637	1.5277	0.118	0.0848	0.2741	0	0	32.8669	0.0903	7.5742	22.3745	521.6114	6.5134	0.8868	34.548	15.6689	0.9445	0.4204	39.9171	19.7612	87.0423	4.0154	0.6756	6.157	9.927	1.8772	219.4229	13.3629	0.5994	0.5759	7.7449	4.5993	11.1815	0.0221	727.9914	1.3184	23.8609	0.3548	71.0852	48.7968	56.9827	9.2911	123.7538	0.6108	13.8178	40.5542	2.8904	0.8633	1.0565	44.4862	1289.1955	1.4806	0.2103	5.0018	0	55.1096
TCGA-56-8201-01A-11R-2247-07	TCGA-56-8201	LUSC	0.6472	65.3585	0.4758	4.101	310.578	1.1536	519.2475	15.5908	18.9293	92.3395	697.7012	121.6126	29.4724	72.2828	1.4121	2.8167	0.0925	3.3553	0	0	4.6468	0.1752	18.4262	111.5558	72.432	5.6152	0.07	7.3019	106.9683	1.7802	0.1071	31.7986	14.0833	220.6615	7.6363	0.3462	100.4307	22.6578	0.1628	358.7321	27.7008	0.1077	0.8246	16.9937	14.66	8.3486	0.0242	2266.1909	4.0877	65.09	0.0553	37.2651	41.1044	150.0657	8.6862	216.5963	1.6816	60.0893	15.9829	7.0054	0.2732	1.4352	145.171	1829.3539	0.3988	0.119	5.6142	0	26.9286
TCGA-56-8201-11A-01R-2247-07	TCGA-56-8201	LUSC	1.1385	51.7445	0.911	0.4483	87.3636	2.1292	169.2903	38.3654	7.8832	23.5763	25.4309	68.3876	14.6794	34.3072	2.8248	0.0516	0.3215	0.3656	0	0	23.551	0.2458	11.9952	18.0319	358.7325	1.9955	2.2071	6.1967	25.1382	0.9904	0.4742	9.1312	22.9551	54.5875	1.5155	0.5552	21.4662	7.7635	6.6149	218.4993	12.2598	0.1608	1.0912	6.6156	1.6264	19.3051	0.0172	677.3001	3.7755	56.2055	0.3697	38.3024	36.7931	20.4166	21.1559	71.2726	0.76	72.5499	17.4391	3.2989	0.3942	1.4887	78.7135	2818.1112	1.2118	0.2636	4.3368	0	103.6968
TCGA-56-8309-01A-11R-2296-07	TCGA-56-8309	LUSC	2.2959	65.1903	2.6113	8.9497	204.1495	2.5888	439.1379	20.1444	22.2544	33.7161	128.0966	128.3664	32.0013	30.8158	1.4538	4.588	0.0743	1.4758	0.0111	0	15.2604	0.3253	16.7486	55.4848	56.8065	126.4992	0.0375	10.2593	40.3971	0.8473	0	3.1701	36.6195	165.4437	5.9848	0.2901	120.67	17.2428	1.1033	20.3617	23.5184	0.1648	2.9959	16.7534	21.6443	13.6004	0.0711	98.2137	7.1764	41.0596	0.0555	51.7091	45.4778	80.3318	12.1189	82.2057	1.6691	35.3376	13.9231	12.3105	0.976	3.008	53.9024	1838.2492	1.2978	0.4711	4.347	0.0124	8.9247
TCGA-56-8309-11A-01R-2296-07	TCGA-56-8309	LUSC	1.12	65.5956	1.6361	0.9204	109.1241	1.2366	148.7488	20.0748	12.3034	19.8445	3.4739	73.9072	16.2494	38.0209	3.4051	0.1262	0.0518	0.4068	0.0155	0	20.4104	0.1716	17.75	38.6168	288.3201	6.1916	0.1829	6.9915	37.815	1.2899	0.2055	11.9337	10.1432	48.2823	1.1192	0.1433	27.9742	11.8798	6.9508	90.7513	10.1889	0.2662	1.317	3.0037	1.5911	14.7652	0.0722	347.8836	1.5845	109.3229	0.3873	32.9097	46.7128	28.5626	22.3988	68.9726	0.258	66.3867	15.3196	3.0974	0.3823	1.5067	190.0891	4047.7696	0.8227	0.1904	1.1745	0	138.8761
TCGA-56-8623-01A-11R-A28V-07	TCGA-56-8623	LUSC	1.5583	62.7493	1.0699	0.833	111.829	3.0056	176.0442	27.7225	7.7112	21.7696	136.6181	75.1712	16.7424	49.5417	4.2183	0.1508	0.0578	0.2937	0	0	14.5371	0.1231	15.1229	24.9987	222.5929	5.033	0.1311	7.206	31.1695	1.4441	0.2675	17.6286	107.2907	52.8927	0.812	0.3573	9.3689	12.4695	5.2741	72.6706	22.8614	0.377	1.9423	8.818	1.7814	19.8743	0.0201	328.4784	2.2891	83.5039	0.5876	30.0971	23.9258	17.1166	19.4614	135.6256	1.1178	61.0237	23.1015	3.4297	0.4436	1.6303	148.7913	3889.9836	1.7964	0.2762	5.8965	0	107.5204
TCGA-56-8623-11A-01R-A28V-07	TCGA-56-8623	LUSC	1.2613	52.0266	0.9832	1.2226	99.3581	5.43	172.0604	28.713	14.0342	19.0686	9.9655	71.0694	14.0112	44.1682	3.5701	0.184	0.0661	0.5295	0	0.0239	20.2721	0.2295	13.0728	25.4227	377.7703	3.1879	0.1556	6.1951	30.3358	1.4506	0.5247	6.7286	40.4481	47.5892	1.0146	0.251	14.5319	10.1414	5.0706	71.518	29.3118	0.4511	1.3654	8.3549	1.6169	18.0807	0.0614	269.5862	2.3854	80.1196	1.608	30.5439	39.2682	17	22.7398	113.1267	1.0137	55.2071	45.756	4.1321	1.015	1.3594	134.9491	3028.5739	2.9401	0.3241	4.0709	0	102.0166
TCGA-73-4676-01A-01R-1755-07	TCGA-73-4676	LUAD	0.3498	17.8844	2.7657	0.5699	279.6834	0.3664	600.3666	40.135	5.8033	80.7585	10.9982	292.664	32.6621	12.7708	1.1129	0.0684	0.0982	0.0681	0	0	25.1034	0.0814	5.1246	26.4822	57.5863	40.7141	0.1114	6.4548	89.3092	0.65	0	0.4201	13.8982	217.7157	4.1196	0.1438	3.8913	28.3769	9.0019	37.8707	2.7294	0.0626	4.5139	4.6592	6.519	16.4598	0.0086	587.4407	0.4879	34.0286	0.0147	30.4468	7.6682	7.2261	6.2753	35.9313	0.3904	22.2422	2.6736	1.3429	0.029	1.3378	51.1441	1065.2302	0.3789	0.0451	0.262	0.0819	30.9788
TCGA-73-4676-11A-01R-1755-07	TCGA-73-4676	LUAD	1.3212	44.1917	0.9011	0.1375	118.9534	2.1817	229.4057	59.904	26.3677	40.5863	14.0744	115.8925	14.4349	47.2189	3.7701	0.0264	0.3033	0.0701	0	0	11.0504	0.1436	16.5643	21.2636	522.0676	7.2095	0.3824	6.1135	28.9764	0.6338	0.0752	3.2145	43.6339	92.8484	0.7709	0.222	3.534	8.409	4.6023	161.5022	17.8972	0.2498	2.1605	20.1749	2.3125	16.2222	0.0132	647.2269	0.2577	92.7583	1.179	34.4819	95.4445	7.7986	11.8438	153.9632	1.7358	50.0539	34.2685	3.1897	0.3358	1.6244	116.5579	4174.9387	2.5461	0.0139	0.5815	0	65.7277
TCGA-77-7138-01A-41R-2045-07	TCGA-77-7138	LUSC	0.0725	6.3387	0.9585	1.1639	502.4023	0.1151	642.1184	25.6065	3.2355	93.061	49.8353	197.8512	40.0275	40.2636	0.1545	100.3399	0	0.3326	0.0269	0.0326	50.9923	0.0639	2.6175	24.1438	38.2853	90.1435	0.0529	1.3074	54.2002	0.2455	0	21.9271	10.8651	429.8515	0.7922	0.0878	3.7325	9.5643	0.5202	6832.7756	5.4324	0.0237	6.3779	0.8422	37.889	72.9736	0.0052	23731.6753	0.8706	3.5794	0	36.9363	7.0371	5.4424	2.0862	121.93	0.0445	2.0378	2.173	0.4146	0.0709	0.8089	9.3499	351.4566	0.0817	0.0276	1.5004	0.05	2.2129
TCGA-77-7138-11A-01R-2045-07	TCGA-77-7138	LUSC	0.5749	43.3379	1.336	0.4659	77.8481	3.1675	135.8581	28.1099	10.5456	21.425	1.2606	64.1564	12.8571	31.1365	3.1079	0.2693	0.031	0.7295	0.0093	0	20.5428	0.1246	11.2794	21.3168	305.4427	1.3724	0.2186	2.9854	22.5142	1.0028	0.3788	9.2109	5.6247	51.238	0.4766	0.1511	3.2875	5.3461	10.1882	92.7936	13.1077	0.4352	0.7645	2.3805	2.1539	18.6219	0.0162	284.5625	0.3804	64.2566	1.074	34.5069	27.0682	6.5751	13.2719	72.1795	0.2297	33.5751	20.7894	1.5908	0.8867	1.3037	117.982	1789.831	0.9413	0.0797	5.2545	0.0207	90.244
TCGA-77-7142-01A-11R-2045-07	TCGA-77-7142	LUSC	0.4103	14.7693	1.3359	0.697	121.2882	0.3542	197.6632	21.8737	3.6692	55.6443	23.2864	120.1839	40.1256	38.3358	0.5614	1.2584	0.0815	0.2559	0.0097	0	7.7133	0.0925	4.0363	51.2295	48.4356	104.6148	0.0822	1.1449	72.1081	0.5163	0.053900000000000003	1.4116	18.4844	157.385	0.8512	0.1431	8.6361	2.0431	1.6672	10.0457	5.3509	0.1732	1.1379	3.4797	28.796	26.1215	0.1362	46.3853	0.5963	18.0171	0.0487	21.4256	5.5385	8.8898	4.1279	28.882	0.2314	11.1384	2.8742	0.9888	0.1443	2.1512	23.2603	570.9351	0.4583	0.10780000000000001	0.2281	0	13.1908
TCGA-77-7142-11A-01R-2045-07	TCGA-77-7142	LUSC	0.9536	37.3577	1.3299	0.133	66.7713	2.1366	129.5286	37.534	6.0592	28.5705	1.8251	67.0044	11.4421	24.2867	2.5489	2.1693	0.1019	0.3201	0	0	22.5287	0.1736	9.8041	20.1503	410.5921	1.7546	0.1336	3.9182	21.821	0.7309	0.2425	5.1599	6.7183	55.6831	0.4891	0.2851	3.3773	2.545	9.4771	64.3281	14.1984	0.8878	0.4287	4.6734	9.982	18.2183	0.0355	220.1104	0.4581	74.1914	0.9626	36.387	66.5484	2.7553	13.110900000000001	51.8093	0.3325	33.2789	14.487	1.702	0.794	1.1589	100.1476	1961.5266	1.4977	0.0824	2.2011	0	90.8746
TCGA-77-7335-01A-11R-2045-07	TCGA-77-7335	LUSC	0.2975	60.3721	1.3739	9.6369	178.7267	1.8571	437.1168	14.934	47.742	59.1329	65.9938	82.1019	79.6354	33.9196	1.4675	0.5493	0.2339	6.646	0.3497	0.0635	3.149	0.6643	15.7444	93.6598	29.5622	51.1874	0.0295	4.4281	44.8801	0.7535	0.0193	2.4682	195.4642	268.0253	3.9224	0.3139	492.3518	4.4715	0.241	122.6421	53.9316	0.1336	1.4526	26.064	26.7573	17.934	0.0916	167.2383	6.0694	45.3848	0	27.2728	12.228	197.8601	8.3633	152.2086	3.6875	12.5522	16.6183	14.2148	0.0863	1.4525	93.396	2653.901	2.0431	0.0215	1.2673	0	6.9116
TCGA-77-7335-11A-01R-2045-07	TCGA-77-7335	LUSC	0.8142	63.0364	0.8213	0.3316	85.9084	1.5364	173.8953	41.8731	19.8592	29.5606	3.0923	118.6433	15.0632	27.9312	3.3196	0.0562	0.2421	4.0263	0	0.0292	7.2247	0.1528	15.8241	70.803	236.3186	2.5711	0.1221	5.6342	26.3071	1.0679	0.0889	4.6213	9.5315	107.1281	0.4102	0.2013	57.0895	2.3951	7.237	93.0982	83.0051	0.4655	0.8804	21.2928	3.5966	11.8297	0.2155	326.5623	0.7314	95.2065	0.2091	32.4479	44.0973	91.4471	4.4396	86.2034	4.1393	16.7804	23.6195	6.3688	0.2541	1.1028	175.1436	5818.9352	3.271	0.0099	1.0942	0.0179	72.8145
TCGA-77-7338-01A-11R-2045-07	TCGA-77-7338	LUSC	0.3258	14.4965	0.891	1.2176	268.1949	0.2596	221.386	15.1487	3.0841	49.216	82.7583	149.5759	46.9259	34.0264	0.5879	2.9345	0	0.1587	0	0.017	13.0767	0.0296	6.0407	18.8304	35.1205	428.6936	0.9215	3.5608	206.72	0.5494	0.0103	19.7821	43.5583	170.9978	2.2231	0.188	6.9817	11.8921	0.7321	580.2303	7.958	0.1043	5.5044	3.7715	23.043	21.0791	0.0272	1589.1884	0.7023	19.1221	0.0187	32.2661	9.9342	9.3852	4.5411	59.0887	0.3079	14.2335	2.5958	0.7227	0.0922	1.4249	24.5631	430.4323	0.567	0.0804	2.4788	0.0208	16.5635
TCGA-77-7338-11A-01R-2045-07	TCGA-77-7338	LUSC	1.3465	29.7054	1.0495	0.09	73.4309	3.1662	187.1138	26.2698	18.117	32.6513	1.9969	71.1278	13.0562	32.4501	1.6388	0.2302	0.1489	0.4586	0	0	16.421	0.1096	5.9135	31.771	478.0848	2.4656	0.1418	3.8841	10.048	0.4839	0.7111	9.0246	11.8945	70.535	0.1729	0.1615	13.1739	2.738	3.8515	118.5837	29.935	0.4345	1.3391	11.8628	2.352	11.77	0.0576	239.5707	0.2941	32.8831	1.9292	39.9823	47.2603	18.1797	6.0693	94.2711	1.3009	13.5415	28.817	2.2765	0.4493	1.3962	34.3175	1039.1931	2.7473	0.0669	0.3751	0	22.7136
TCGA-77-8008-01A-21R-2187-07	TCGA-77-8008	LUSC	0.1458	47.6075	1.3865	3.3144	352.6694	0.426	426.728	20.0137	2.5989	91.0733	60.0887	154.512	37.8693	60.4766	0.8972	17.252	0	0.0543	0	0	25.5681	0.0139	9.1526	32.7183	46.4342	318.0527	0.0445	2.3738	155.4576	1.2181	0	22.472	49.0342	141.1097	5.2628	0.2152	10.3394	30.93	0.4996	2358.3226	5.1204	0.1033	3.3842	3.2306	21.5449	36.3838	0.0307	6055.9501	1.1449	29.4867	0.0176	37.8209	31.9432	47.807	9.0489	147.4884	0.5015	22.9454	3.2653	1.8458	0.1822	1.2512	62.8619	832.7821	0.0934	0.081	5.7819	0	18.647
TCGA-77-8008-11A-01R-2187-07	TCGA-77-8008	LUSC	1.0707	52.0982	0.744	0.555	117.4016	1.97	252.3715	32.9857	6.7812	71.2937	9.9686	83.2972	20.7801	44.3452	2.8004	0.1331	0.0589	0.1768	0.0264	0	19.3638	0.202	6.5261	20.1635	204.1693	3.9267	0.0965	3.8165	36.8874	0.8509	0.2433	4.6357	41.2817	100.0827	1.8455	0.9913	2.3919	9.6026	2.7873	187.014	11.4508	0.8715	1.557	6.0765	8.5426	9.9763	0.0359	683.3184	0.5156	64.4328	0.3785	63.5191	15.5631	6.5734	20.9853	187.1807	0.6582	47.4999	15.6576	2.7684	0.3911	1.3509	87.637200000000007	1352.267	1.1887	0.211	0.5692	0.0098	45.4157
TCGA-85-7710-01A-11R-2125-07	TCGA-85-7710	LUSC	0.1397	10.7789	2.4452	0.675	263.9447	0.5463	544.798	12.1066	6.655	128.7502	6.2344	242.1998	46.8874	61.2366	0.3858	73.9946	0.0305	1.142	0.0183	0.0166	13.0945	0.0289	3.4325	78.9108	79.3971	393.8379	0.0154	1.6666	38.6067	0.2763	0.0202	2.542	25.521	246.425	1.4479	0.1192	74.4828	13.6947	5.0457	286.5273	10.9375	0.0684	5.1322	4.8269	31.934	54.7912	0	1380.9344	1.2286	10.7669	0.0639	39.5648	3.4941	104.0813	3.0707	25.009	0.3428	8.2474	5.2413	1.3387	0.2342	0.6087	26.2019	1139.459	0.6231	0.1514	1.6585	0	4.6862
TCGA-85-7710-11A-01R-2125-07	TCGA-85-7710	LUSC	1.9006	64.3634	2.2486	5.814	91.8441	3.2475	151.7052	17.7999	18.8479	27.3319	56.6579	76.4563	13.8338	37.9375	3.3199	0.034	0.3581	0.5565	0	0	9.5463	0.4546	16.3976	30.0116	134.1832	6.1663	0.1478	4.8908	19.4971	2.0806	0.366	5.8478	23.686	52.5887	7.7376	0.2754	12.9903	6.2603	3.3513	44.4038	17.9511	0.5563	1.7744	11.9425	3.7561	15.7622	0.1077	205.7098	5.0731	97.368	0.4478	30.5329	41.9468	8.6814	14.1739	59.5095	1.7529	30.4759	17.6584	9.724	1.1343	1.885	80.6824	2897.0067	11.4345	0.4787	8.3804	0	72.5209
TCGA-90-6837-01A-11R-1949-07	TCGA-90-6837	LUSC	0.3085	40.8438	1.3541	3.1986	267.2484	0.4779	653.3021	13.8001	7.4911	86.4519	61.9034	199.566	29.5425	41.6951	1.4317	16.152	0	0.4755	0.022	0	31.2087	0.0087	9.4414	17.3289	28.6785	228.2781	0.1019	2.2326	54.6811	0.5312	0.0486	12.0623	46.4173	160.255	4.7491	0.2511	17.1081	19.7927	0.1956	5466.269	10.6951	0.0759	2.4866	3.9118	10.9183	37.41	0.0576	12513.9815	2.3639	31.4312	0.0879	23.2171	5.6363	12.7759	16.8149	172.1738	0.4402	27.5484	5.0144	2.4186	0.2387	1.7038	61.3751	1167.8846	0.4837	0.0473	1.6054	0	19.1609
TCGA-90-6837-11A-01R-1949-07	TCGA-90-6837	LUSC	2.5045	63.889	0.7071	0.1773	87.6529	0.79	177.0516	22.0033	3.7356	37.3362	1.8002	76.487	17.2994	39.8338	2.6754	0.0537	0.0644	0.0595	0.0077	0	10.8638	0.134	7.5171	20.9744	230.1448	1.3086	0.1363	5.3813	18.6454	0.7754	0.1787	4.0682	24.6193	50.52	0.9196	0.1633	5.7272	4.4351	5.6793	33.1996	7.5544	0.3302	0.6093	5.3327	4.8611	21.4247	0.0359	184.4307	0.4374	52.6258	0.3695	38.0958	6.4281	5.2581	16.4879	70.0591	0.682	63.419	8.4648	1.98	0.2204	1.1671	50.8627	1900.9624	0.584	0.0426	0.7038	0.0086	127.8904
TCGA-91-6828-01A-11R-1858-07	TCGA-91-6828	LUAD	0.2539	43.4671	0.6811	1.4993	112.1225	1.0789	187.4606	10.527	7.4629	46.0124	15.4529	78.828	17.4413	17.2918	1.4486	0.6449	0.1426	0.8893	0.0853	0	19.1351	0.2868	8.7968	59.8145	103.7417	5.5603	0.0719	3.01	22.8252	1.2911	0.1179	4.507	9.0971	91.9955	8.5271	0.3943	91.4762	7.7777	7.3629	17.4143	11.8415	0.0814	1.3959	8.5949	1.8648	13.0958	0.0993	99.1263	3.0195	64.8406	0.1492	52.8769	24.7605	72.3061	11.1709	91.1984	0.6876	61.0895	7.9996	1.928	0.3999	1.0533	86.5808	1399.6106	0.5176	0.1572	0.4516	0.0238	60.1306
TCGA-91-6828-11A-01R-1858-07	TCGA-91-6828	LUAD	0.8849	33.8245	1.1747	0.2645	86.2301	1.2318	166.9302	42.9118	7.164	24.9569	2.4324	66.0996	12.0192	27.5648	1.3765	0.1367	0	0.0518	0.0336	0	20.8705	0.093	7.307	25.1142	463.1832	3.3652	0.3961	7.8405	16.3737	1.2897	0.2412	11.1528	12.0325	64.0124	0.6814	0.1369	12.598	7.753	7.2208	66.661	6.727	0.175	1.0166	3.13	1.224	11.2564	0.0489	264.2903	0.6455	38.274	0.151	48.2682	45.7854	12.0227	6.3139	47.3367	0.4163	25.6054	16.8184	0.8093	0.381	1.1347	90.2612	1882.6279	0.4074	0.1031	1.6463	0	75.1658
